peak.position	peak	old.mapping	new.mapping	old.insideFeature	new.insideFeature	old.distance	new.distance	mapping.changed	randoms
chrV:4742127-4742670	ELT2peak06572	vrp-1 (WBGene00021869)	ugt-61 (WBGene00018206)	downstream	overlapStart	116	243	TRUE	2425
chrV:7580291-7581041	ELT2peak06855	C02B10.5 (WBGene00015330)	ets-6 (WBGene00017606)	overlapStart	overlapStart	166	250	TRUE	2426
chrIII:7116512-7117179	ELT2peak03910	T14G11.1 (WBGene00020510)	nhr-10 (WBGene00003609)	downstream	upstream	825	1074	TRUE	2427
chrII:11967449-11968212	ELT2peak02821	rsp-5 (WBGene00004702)	W03C9.5 (WBGene00012221)	overlapStart	overlapStart	81	84	TRUE	2428
chrX:16961314-16962254	ELT2peak10180	F10D7.5 (WBGene00017342)	F52G3.1 (WBGene00018710)	inside	upstream	2934	1615	TRUE	2429
chrII:9716587-9717076	ELT2peak02560	clec-49 (WBGene00012251)	wee-1.3 (WBGene00006940)	overlapStart	upstream	19	120	TRUE	2430
chrIII:12904927-12905800	ELT2peak04573	Y53G8AM.4 (WBGene00021804)	cox-5A (WBGene00012553)	overlapEnd	overlapStart	269	309	TRUE	2431
chrX:7440041-7440519	ELT2peak09056	rme-1 (WBGene00004373)	acl-12 (WBGene00015295)	inside	inside	1023	645	TRUE	2432
chrX:17375715-17376492	ELT2peak10225	nhr-1 (WBGene00003600)	F10D7.3 (WBGene00017340)	unmapped ± 5Kb	upstream	7302	838	TRUE	2433
chrIV:3898083-3898763	ELT2peak04983	C24H10.2 (WBGene00016068)	srz-62 (WBGene00023478)	upstream	upstream	113	1741	TRUE	2434
chrII:9557385-9558200	ELT2peak02531	F58A6.1 (WBGene00019022)	zfp-2 (WBGene00009448)	overlapEnd	overlapStart	51	261	TRUE	2435
chrIII:8725995-8727478	ELT2peak04119	unc-52 (WBGene00006787)	ZK370.4 (WBGene00022718)	unmapped ± 5Kb	inside	17683	672	TRUE	2436
chrV:1195959-1196687	ELT2peak06364	Y55F3AM.14 (WBGene00021931)	wrb-1 (WBGene00021736)	overlapStart	overlapStart	114	113	TRUE	2437
chrI:8863997-8864729	ELT2peak00869	let-383 (WBGene00044898)	F55H12.7 (WBGene00219283)	inside	inside	918	1	TRUE	2438
chrX:12729954-12730765	ELT2peak09678	lipl-2 (WBGene00009773)	nhr-27 (WBGene00008901)	overlapEnd	inside	190	24330	TRUE	2439
chrV:10190103-10190845	ELT2peak07151	glt-6 (WBGene00001624)	ZK856.5 (WBGene00014106)	overlapEnd	overlapStart	244	263	TRUE	2440
chrI:8045729-8046448	ELT2peak00803	C06B3.7 (WBGene00007366)	K04G2.7 (WBGene00010566)	overlapStart	downstream	128	897	TRUE	2441
chrI:12968344-12969042	ELT2peak01261	ppfr-1 (WBGene00008878)	eif-6 (WBGene00001234)	unmapped ± 5Kb	overlapStart	10201	121	TRUE	2442
chrII:4435037-4435780	ELT2peak01749	gcy-35 (WBGene00001555)	nhr-273 (WBGene00020460)	inside	overlapStart	1965	263	TRUE	2443
chrV:683802-684274	ELT2peak06334	mrpl-2 (WBGene00018932)	F31F4.1 (WBGene00017957)	downstream	overlapStart	451	214	TRUE	2444
chrV:7707398-7707897	ELT2peak06859	snpn-1 (WBGene00015327)	ZK105.11 (WBGene00194895)	overlapStart	inside	32	256	TRUE	2445
chrI:14047859-14048635	ELT2peak01341	hrdl-1 (WBGene00009164)	Y71A12C.2 (WBGene00013513)	upstream	overlapStart	983	158	TRUE	2446
chrX:7181471-7182254	ELT2peak09021	F18H3.4 (WBGene00008940)	F43E12.1 (WBGene00044577)	overlapStart	downstream	219	2549	TRUE	2447
chrIII:5274949-5275631	ELT2peak03670	saps-1 (WBGene00008166)	toc-1 (WBGene00006590)	overlapStart	overlapStart	252	276	TRUE	2448
chrIII:3571355-3572092	ELT2peak03452	F56C3.1 (WBGene00018938)	nhr-6 (WBGene00003605)	downstream	upstream	1190	1493	TRUE	2449
chrII:7891949-7894617	ELT2peak02314	Y14H12A.2 (WBGene00044382)	ptc-1 (WBGene00004208)	upstream	overlapStart	178	1280	TRUE	2450
chrIII:9406427-9407270	ELT2peak04207	pals-24 (WBGene00016219)	T26G10.1 (WBGene00012059)	overlapStart	overlapStart	85	214	TRUE	2451
chrI:7056606-7057368	ELT2peak00683	obr-4 (WBGene00016331)	plin-1 (WBGene00007024)	inside	overlapStart	2012	198	TRUE	2452
chrIII:4911992-4912960	ELT2peak03619	metr-1 (WBGene00010988)	cee-1 (WBGene00017825)	overlapStart	overlapStart	372	215	TRUE	2453
chrIV:6818325-6819075	ELT2peak05273	psd-1 (WBGene00015159)	C17H12.8 (WBGene00015933)	inside	overlapStart	2132	281	TRUE	2454
chrII:6493666-6494755	ELT2peak02103	math-22 (WBGene00016717)	twk-49 (WBGene00019904)	overlapStart	overlapEnd	272	54	TRUE	2455
chrX:5482032-5483119	ELT2peak08793	cyp-35A4 (WBGene00016786)	dlg-1 (WBGene00001006)	upstream	inside	1550	1822	TRUE	2456
chrII:10144875-10145457	ELT2peak02610	skr-4 (WBGene00004810)	F27E5.3 (WBGene00009193)	overlapStart	upstream	256	683	TRUE	2457
chrI:4726533-4727458	ELT2peak00398	T03F1.6 (WBGene00020188)	ugt-28 (WBGene00015693)	upstream	overlapStart	2029	178	TRUE	2458
chrI:10025778-10026537	ELT2peak01023	F27D4.6 (WBGene00009190)	rae-1 (WBGene00003803)	overlapStart	overlapStart	299	349	TRUE	2459
chrIII:4849706-4850566	ELT2peak03610	M106.3 (WBGene00010911)	F26A1.1 (WBGene00017801)	overlapStart	overlapStart	9	59	TRUE	2460
chrII:5234481-5235370	ELT2peak01891	frm-1 (WBGene00001488)	pho-1 (WBGene00004020)	upstream	inside	2567	556	TRUE	2461
chrII:14290808-14291492	ELT2peak03047	C04E7.3 (WBGene00015430)	Y54G11A.4 (WBGene00013215)	inside	upstream	2813	1332	TRUE	2462
chrV:6430763-6431522	ELT2peak06753	tald-1 (WBGene00021286)	gad-1 (WBGene00001513)	overlapStart	overlapEnd	286	191	TRUE	2463
chrIII:7542078-7542691	ELT2peak03982	kin-29 (WBGene00002210)	lin-39 (WBGene00003024)	overlapEnd	unmapped	361	5446	TRUE	2464
chrI:8614780-8615571	ELT2peak00852	cye-1 (WBGene00000871)	cfim-1 (WBGene00009668)	inside	overlapStart	732	183	TRUE	2465
chrV:6400456-6401277	ELT2peak06745	nhr-14 (WBGene00003613)	F57F4.4 (WBGene00019017)	overlapEnd	downstream	215	92	TRUE	2466
chrIV:4485848-4486329	ELT2peak05067	H28G03.2 (WBGene00019250)	trx-3 (WBGene00019717)	inside	upstream	4500	699	TRUE	2467
chrIV:14224752-14225599	ELT2peak06099	sid-5 (WBGene00017445)	sqrd-1 (WBGene00008538)	downstream	downstream	847	313	TRUE	2468
chrIII:12557648-12558886	ELT2peak04540	tufm-1 (WBGene00007000)	aakg-1 (WBGene00013732)	overlapEnd	inside	243	16515	TRUE	2469
chrX:1379350-1380111	ELT2peak08335	Y102F5A.1 (WBGene00013631)	F56C3.10 (WBGene00044558)	unmapped ± 5Kb	downstream	6366	1264	TRUE	2470
chrV:3634361-3634995	ELT2peak06506	Y69A2AR.16 (WBGene00022087)	srx-41 (WBGene00005932)	overlapStart	overlapEnd	316	307	TRUE	2471
chrIV:11524174-11524843	ELT2peak05824	Y39A1A.9 (WBGene00012648)	mep-1 (WBGene00003218)	upstream	overlapStart	488	201	TRUE	2472
chrIV:4546750-4547671	ELT2peak05077	H28G03.2 (WBGene00019250)	ZK185.5 (WBGene00044481)	inside	upstream	2073	832	TRUE	2473
chrIV:5370811-5371567	ELT2peak05136	rps-13 (WBGene00004482)	F41H10.3 (WBGene00018316)	overlapEnd	inside	448	1014	TRUE	2474
chrIII:6606192-6606442	ELT2peak03860	gsy-1 (WBGene00001793)	mdh-2 (WBGene00003162)	inside	overlapEnd	626	55	TRUE	2475
chrIV:4157149-4157629	ELT2peak05025	R12B2.7 (WBGene00020021)	K08D10.14 (WBGene00219216)	upstream	overlapEnd	1546	36	TRUE	2476
chrIV:6554893-6555912	ELT2peak05244	ogt-1 (WBGene00003858)	paqr-1 (WBGene00016610)	overlapStart	inside	23	8	TRUE	2477
chrII:6345198-6346185	ELT2peak02074	math-3 (WBGene00015608)	C32D5.8 (WBGene00016316)	inside	overlapStart	742	260	TRUE	2478
chrII:8810805-8811455	ELT2peak02430	rig-6 (WBGene00016354)	rer-1 (WBGene00009783)	inside	overlapStart	3063	102	TRUE	2479
chrV:10401107-10402185	ELT2peak07185	sucg-1 (WBGene00016844)	ugt-2 (WBGene00007073)	overlapStart	overlapEnd	166	200	TRUE	2480
chrI:11062529-11063283	ELT2peak01128	unc-112 (WBGene00006836)	Y52B11A.19 (WBGene00206530)	overlapStart	upstream	106	77	TRUE	2481
chrII:848465-848933	ELT2peak01464	set-18 (WBGene00044070)	acdh-9 (WBGene00017874)	inside	overlapStart	804	138	TRUE	2482
chrV:15318538-15319273	ELT2peak07792	T12A7.2 (WBGene00011723)	nhr-291 (WBGene00045515)	overlapStart	overlapStart	316	312	TRUE	2483
chrIII:9932068-9932750	ELT2peak04293	fbxa-59 (WBGene00020455)	K03H1.5 (WBGene00010540)	overlapEnd	overlapStart	172	330	TRUE	2484
chrX:17235677-17236628	ELT2peak10214	rskd-1 (WBGene00010096)	dhs-30 (WBGene00000993)	overlapStart	overlapStart	110	161	TRUE	2485
chrIII:9631239-9631941	ELT2peak04237	K09C4.5 (WBGene00019550)	gei-13 (WBGene00001570)	overlapStart	downstream	115	53	TRUE	2486
chrIV:16863402-16864145	ELT2peak06227	T12D8.5 (WBGene00011733)	mel-46 (WBGene00020284)	overlapStart	overlapStart	124	41	TRUE	2487
chrII:1475258-1475961	ELT2peak01515	nhr-50 (WBGene00003640)	H17B01.5 (WBGene00044643)	overlapStart	upstream	213	1677	TRUE	2488
chrII:1949089-1949516	ELT2peak01569	vab-10 (WBGene00006876)	ZK250.2 (WBGene00022685)	unmapped ± 5Kb	inside	7311	378	TRUE	2489
chrX:17139105-17139848	ELT2peak10195	pbo-6 (WBGene00017375)	cnp-3 (WBGene00020725)	inside	upstream	1095	995	TRUE	2490
chrIII:7188178-7188938	ELT2peak03930	tbc-14 (WBGene00008444)	F37C12.21 (WBGene00194742)	upstream	overlapStart	52	33	TRUE	2491
chrX:13514191-13515008	ELT2peak09800	F59F4.3 (WBGene00010338)	cdk-4 (WBGene00000406)	inside	downstream	233	863	TRUE	2492
chrV:8022008-8022691	ELT2peak06894	perm-3 (WBGene00022776)	ech-3 (WBGene00001152)	overlapStart	overlapStart	218	210	TRUE	2493
chrI:6209858-6210446	ELT2peak00576	Y110A7A.21 (WBGene00045212)	ech-1.2 (WBGene00020347)	overlapStart	inside	250	709	TRUE	2494
chrI:3660902-3661999	ELT2peak00274	W10C8.3 (WBGene00021126)	acd-5 (WBGene00020903)	upstream	inside	4456	184	TRUE	2495
chrI:5261481-5262152	ELT2peak00452	Y47D9A.1 (WBGene00021628)	let-363 (WBGene00002583)	downstream	inside	3098	1261	TRUE	2496
chrI:10752895-10753472	ELT2peak01106	lin-28 (WBGene00003014)	daf-16 (WBGene00000912)	inside	inside	631	2552	TRUE	2497
chrI:10197021-10197526	ELT2peak01043	pck-2 (WBGene00011232)	C25A1.15 (WBGene00007713)	inside	overlapStart	595	70	TRUE	2498
chrII:6250676-6251407	ELT2peak02058	srg-20 (WBGene00005177)	T24H7.2 (WBGene00020781)	upstream	overlapEnd	242	165	TRUE	2499
chrIV:675712-676196	ELT2peak04727	mpk-1 (WBGene00003401)	K11H12.10 (WBGene00044458)	unmapped ± 5Kb	overlapStart	5254	121	TRUE	2500
chrIV:10328104-10329049	ELT2peak05667	best-5 (WBGene00007404)	unc-43 (WBGene00006779)	overlapStart	inside	207	3849	TRUE	2501
chrIII:5727344-5728141	ELT2peak03730	T01B6.1 (WBGene00020134)	egg-1 (WBGene00015083)	upstream	upstream	1740	39	TRUE	2502
chrX:10419681-10420159	ELT2peak09392	F52E1.9 (WBGene00018697)	cdk-11.2 (WBGene00013917)	upstream	overlapStart	422	83	TRUE	2503
chrIII:11946281-11947030	ELT2peak04485	Y54F10BM.20 (WBGene00206486)	Y56A3A.7 (WBGene00013228)	overlapEnd	overlapStart	233	13	TRUE	2504
chrX:11418139-11419710	ELT2peak09514	nhr-44 (WBGene00003634)	F46C3.2 (WBGene00009777)	overlapStart	overlapStart	182	601	TRUE	2505
chrIII:13068235-13069140	ELT2peak04591	hpk-1 (WBGene00001994)	Y39E4B.6 (WBGene00012717)	inside	upstream	2119	1616	TRUE	2506
chrV:9503261-9503983	ELT2peak07071	tre-2 (WBGene00006608)	swt-5 (WBGene00010594)	inside	inside	2085	597	TRUE	2507
chrIII:13186003-13186532	ELT2peak04598	F48D6.4 (WBGene00018602)	gly-5 (WBGene00001630)	downstream	upstream	864	860	TRUE	2508
chrI:986619-987081	ELT2peak00064	ril-2 (WBGene00007586)	hmbx-1 (WBGene00018786)	inside	upstream	260	2590	TRUE	2509
chrIII:1429787-1431567	ELT2peak03272	sms-2 (WBGene00004893)	Y82E9BR.16 (WBGene00022348)	inside	upstream	1560	2559	TRUE	2510
chrII:1519817-1520315	ELT2peak01520	hmr-1 (WBGene00001980)	Y51H7BR.8 (WBGene00044645)	unmapped ± 5Kb	inside	9577	13	TRUE	2511
chrII:8640423-8640903	ELT2peak02405	C25F9.5 (WBGene00007725)	D2085.7 (WBGene00008432)	inside	upstream	436	478	TRUE	2512
chrIII:4795729-4797118	ELT2peak03607	M106.2 (WBGene00010910)	tag-325 (WBGene00008006)	inside	overlapStart	3781	279	TRUE	2513
chrV:13084323-13084991	ELT2peak07545	F01G10.10 (WBGene00008512)	C34B4.2 (WBGene00007907)	overlapStart	inside	107	1268	TRUE	2514
chrX:6884426-6884894	ELT2peak08988	pgph-3 (WBGene00016892)	F41C6.7 (WBGene00018280)	overlapStart	inside	131	383	TRUE	2515
chrIV:427217-428450	ELT2peak04708	msi-1 (WBGene00003423)	Y66H1A.5 (WBGene00022047)	upstream	overlapEnd	1900	380	TRUE	2516
chrX:9295429-9296099	ELT2peak09279	clic-1 (WBGene00020246)	gly-13 (WBGene00001638)	overlapStart	inside	216	523	TRUE	2517
chrV:11777833-11778500	ELT2peak07367	cfim-2 (WBGene00008362)	F55A11.6 (WBGene00010079)	inside	inside	669	995	TRUE	2518
chrIII:8443574-8444257	ELT2peak04086	K04B12.2 (WBGene00010550)	ufbp-1 (WBGene00022865)	inside	overlapStart	293	33	TRUE	2519
chrI:6122786-6123473	ELT2peak00564	phat-2 (WBGene00016733)	trak-1 (WBGene00020838)	upstream	inside	564	196	TRUE	2520
chrX:5591758-5592524	ELT2peak08800	snx-17 (WBGene00008927)	unc-97 (WBGene00006826)	overlapEnd	upstream	518	609	TRUE	2521
chrIII:6131885-6132603	ELT2peak03790	Y17G7B.8 (WBGene00012462)	mvk-1 (WBGene00021534)	upstream	inside	181	3673	TRUE	2522
chrX:6338400-6339111	ELT2peak08895	sir-2.3 (WBGene00004802)	C03B1.13 (WBGene00015381)	overlapStart	upstream	93	365	TRUE	2523
chrX:16502964-16503686	ELT2peak10124	B0302.5 (WBGene00015122)	K05G3.1 (WBGene00019422)	overlapEnd	downstream	330	1021	TRUE	2524
chrX:11251841-11253044	ELT2peak09489	epn-1 (WBGene00001329)	C03A3.1 (WBGene00007266)	inside	upstream	763	4317	TRUE	2525
chrX:8419232-8419910	ELT2peak09165	ZK1055.2 (WBGene00022843)	tag-123 (WBGene00006472)	downstream	inside	8	586	TRUE	2526
chrII:5184586-5185660	ELT2peak01876	dnj-12 (WBGene00001030)	crh-2 (WBGene00016162)	overlapStart	inside	386	1909	TRUE	2527
chrX:16165489-16165997	ELT2peak10092	C30G4.4 (WBGene00016269)	F09C8.1 (WBGene00008621)	downstream	upstream	242	1941	TRUE	2528
chrII:5772656-5773419	ELT2peak01995	K02E7.10 (WBGene00019314)	dmd-5 (WBGene00017326)	downstream	inside	1193	591	TRUE	2529
chrV:11885864-11886635	ELT2peak07383	ifp-1 (WBGene00002067)	sodh-1 (WBGene00010790)	inside	upstream	285	1601	TRUE	2530
chrIV:9332965-9333554	ELT2peak05557	pde-2 (WBGene00011146)	coa-4 (WBGene00011857)	inside	overlapEnd	2628	212	TRUE	2531
chrIV:8734783-8736078	ELT2peak05492	B0303.4 (WBGene00015126)	F21D5.5 (WBGene00009010)	inside	overlapEnd	732	383	TRUE	2532
chrV:6048495-6049276	ELT2peak06696	hlh-30 (WBGene00020930)	jamp-1 (WBGene00019807)	inside	inside	4862	573	TRUE	2533
chrX:5470783-5472364	ELT2peak08787	cyp-34A9 (WBGene00015044)	dpyd-1 (WBGene00016103)	overlapStart	inside	165	320	TRUE	2534
chrX:6726113-6726834	ELT2peak08956	glb-5 (WBGene00015964)	K11G12.6 (WBGene00019657)	inside	inside	935	332	TRUE	2535
chrIII:6969651-6970334	ELT2peak03894	F42G4.5 (WBGene00009642)	F31E3.12 (WBGene00219317)	overlapStart	overlapEnd	78	108	TRUE	2536
chrV:7000488-7001240	ELT2peak06823	ogdh-1 (WBGene00020679)	nhr-42 (WBGene00003632)	inside	overlapEnd	1280	163	TRUE	2537
chrX:12000633-12001112	ELT2peak09598	H24G06.1 (WBGene00019237)	sma-5 (WBGene00004859)	inside	inside	1667	3109	TRUE	2538
chrX:12517258-12518065	ELT2peak09654	Y15E3A.5 (WBGene00012444)	scd-1 (WBGene00004739)	upstream	upstream	2471	3210	TRUE	2539
chrX:3576160-3576678	ELT2peak08561	T21H3.5 (WBGene00020664)	ckc-1 (WBGene00000515)	overlapEnd	overlapStart	596	70	TRUE	2540
chrI:13811840-13813843	ELT2peak01332	K02A11.4 (WBGene00044607)	maea-1 (WBGene00012366)	overlapStart	overlapStart	157	428	TRUE	2541
chrI:6582615-6584021	ELT2peak00627	coq-1 (WBGene00000761)	let-607 (WBGene00002783)	overlapStart	inside	230	1489	TRUE	2542
chrX:4732797-4733427	ELT2peak08700	angl-1 (WBGene00020955)	aman-1 (WBGene00018877)	inside	overlapStart	3030	167	TRUE	2543
chrX:4706699-4707474	ELT2peak08698	F53E10.1 (WBGene00018758)	dhhc-10 (WBGene00019344)	overlapStart	overlapStart	199	286	TRUE	2544
chrIII:1950148-1950945	ELT2peak03308	T24H10.1 (WBGene00012000)	polh-1 (WBGene00018721)	overlapStart	overlapStart	109	122	TRUE	2545
chrIV:10761169-10761929	ELT2peak05718	twk-48 (WBGene00010784)	ugt-54 (WBGene00012013)	inside	overlapStart	681	332	TRUE	2546
chrV:12733358-12733902	ELT2peak07488	cka-1 (WBGene00000509)	dhs-21 (WBGene00000984)	inside	overlapStart	2292	257	TRUE	2547
chrV:20555972-20556514	ELT2peak08189	sec-61 (WBGene00013311)	Y38H6C.23 (WBGene00012634)	overlapEnd	overlapStart	438	154	TRUE	2548
chrII:9621827-9622520	ELT2peak02546	ampd-1 (WBGene00016415)	dnj-20 (WBGene00001038)	inside	inside	319	1656	TRUE	2549
chrX:16930637-16931801	ELT2peak10179	F10D7.10 (WBGene00271701)	C30E1.2 (WBGene00016251)	inside	downstream	166	2614	TRUE	2550
chrIII:3820020-3820824	ELT2peak03482	zfp-3 (WBGene00021047)	dpy-27 (WBGene00001086)	inside	upstream	2070	341	TRUE	2551
chrIV:7094176-7095186	ELT2peak05305	mml-1 (WBGene00003378)	deb-1 (WBGene00000942)	overlapEnd	overlapStart	134	188	TRUE	2552
chrII:10856922-10857639	ELT2peak02686	F10C1.8 (WBGene00017327)	M106.7 (WBGene00044924)	overlapStart	overlapStart	220	255	TRUE	2553
chrV:16232122-16232870	ELT2peak07873	oac-57 (WBGene00019579)	gst-22 (WBGene00001770)	inside	overlapStart	180	195	TRUE	2554
chrIV:8590035-8590715	ELT2peak05479	twk-7 (WBGene00006662)	catp-7 (WBGene00022010)	upstream	inside	2200	3898	TRUE	2555
chrIV:7049490-7050444	ELT2peak05300	gsp-2 (WBGene00001748)	nhr-105 (WBGene00003695)	overlapStart	overlapStart	300	464	TRUE	2556
chrIV:6117262-6118229	ELT2peak05202	K04C2.3 (WBGene00019381)	zen-4 (WBGene00006974)	upstream	overlapStart	43	10	TRUE	2557
chrII:10247416-10248838	ELT2peak02622	clr-1 (WBGene00000548)	nrde-2 (WBGene00011333)	overlapEnd	overlapStart	78	222	TRUE	2558
chrIV:9520512-9521282	ELT2peak05577	Y72A10A.1 (WBGene00022202)	nlp-35 (WBGene00007881)	overlapEnd	upstream	119	1585	TRUE	2559
chrIII:8772364-8773128	ELT2peak04131	osta-3 (WBGene00012182)	K02D10.1 (WBGene00019301)	overlapEnd	inside	74	2862	TRUE	2560
chrX:8473326-8473938	ELT2peak09172	cpr-4 (WBGene00000784)	nhr-14 (WBGene00003613)	overlapEnd	overlapEnd	282	215	TRUE	2561
chrIII:4413096-4413564	ELT2peak03552	ZK673.2 (WBGene00014058)	mpc-1 (WBGene00011119)	upstream	overlapStart	377	107	TRUE	2562
chrIV:7520253-7521285	ELT2peak05349	ncl-1 (WBGene00003559)	R05G6.10 (WBGene00019902)	inside	inside	1744	2808	TRUE	2563
chrX:4146968-4148510	ELT2peak08624	knl-3 (WBGene00020392)	ZK470.2 (WBGene00022745)	overlapStart	overlapEnd	26	694	TRUE	2564
chrX:14098145-14099391	ELT2peak09875	T28B11.1 (WBGene00012117)	F16B12.4 (WBGene00008880)	overlapStart	overlapStart	170	519	TRUE	2565
chrX:6902918-6903598	ELT2peak08990	pgph-3 (WBGene00016892)	pes-23 (WBGene00003987)	upstream	inside	1273	387	TRUE	2566
chrIII:9487408-9488370	ELT2peak04216	pqn-37 (WBGene00004124)	nlp-36 (WBGene00007185)	overlapEnd	upstream	95	361	TRUE	2567
chrIII:4921779-4922654	ELT2peak03622	R03D7.5 (WBGene00010991)	set-2 (WBGene00004782)	downstream	overlapEnd	162	208	TRUE	2568
chrIV:12962376-12963137	ELT2peak05999	Y56A3A.31 (WBGene00013243)	F55G11.8 (WBGene00010128)	unmapped ± 5Kb	overlapStart	7045	329	TRUE	2569
chrX:16298104-16298859	ELT2peak10106	cnp-3 (WBGene00020725)	twk-21 (WBGene00006674)	upstream	upstream	995	1045	TRUE	2570
chrII:5586875-5588118	ELT2peak01964	nhl-3 (WBGene00003599)	lys-8 (WBGene00003097)	inside	overlapEnd	248	467	TRUE	2571
chrII:9176963-9177855	ELT2peak02482	ulp-2 (WBGene00006737)	sec-5 (WBGene00004752)	upstream	overlapStart	749	189	TRUE	2572
chrX:17630825-17631524	ELT2peak10260	K01D12.10 (WBGene00010469)	H18N23.2 (WBGene00019211)	overlapEnd	inside	353	8047	TRUE	2573
chrX:16143822-16144502	ELT2peak10086	F55A11.4 (WBGene00010077)	F09C8.2 (WBGene00008622)	overlapStart	inside	55	2520	TRUE	2574
chrX:16679185-16679481	ELT2peak10151	gcy-33 (WBGene00001553)	F22H10.2 (WBGene00017726)	upstream	inside	46	342	TRUE	2575
chrII:4855718-4856775	ELT2peak01806	Y6B3B.1 (WBGene00012387)	dnj-9 (WBGene00001027)	overlapEnd	inside	260	1105	TRUE	2576
chrV:18032811-18034368	ELT2peak07992	K08D8.4 (WBGene00010658)	prp-6 (WBGene00013343)	overlapStart	inside	260	7985	TRUE	2577
chrX:1523882-1524973	ELT2peak08358	F55G7.1 (WBGene00010119)	toca-1 (WBGene00017298)	inside	upstream	855	2395	TRUE	2578
chrIII:10749935-10750604	ELT2peak04372	Y82E9BR.14 (WBGene00022347)	enu-3.6 (WBGene00010477)	upstream	overlapStart	41	138	TRUE	2579
chrV:9094142-9094679	ELT2peak07018	Y73B6BL.44 (WBGene00044350)	T27E4.1 (WBGene00020861)	downstream	overlapEnd	3391	203	TRUE	2580
chrX:4911373-4912178	ELT2peak08720	folt-2 (WBGene00018138)	K05B2.2 (WBGene00019403)	inside	inside	691	145	TRUE	2581
chrV:10580645-10581290	ELT2peak07211	arp-11 (WBGene00016793)	lpd-9 (WBGene00003065)	upstream	overlapEnd	197	48	TRUE	2582
chrX:14746921-14747480	ELT2peak09943	isy-1 (WBGene00009966)	C05G5.2 (WBGene00007348)	overlapStart	overlapStart	122	182	TRUE	2583
chrI:6858298-6858824	ELT2peak00655	lpin-1 (WBGene00010425)	glh-1 (WBGene00001598)	inside	downstream	953	769	TRUE	2584
chrIV:11109685-11110404	ELT2peak05769	cox-14 (WBGene00011875)	pigk-1 (WBGene00011482)	overlapStart	overlapStart	92	332	TRUE	2585
chrIII:3652071-3652599	ELT2peak03461	C05C10.3 (WBGene00007330)	gsr-1 (WBGene00008117)	inside	inside	538	374	TRUE	2586
chrIV:13028695-13029173	ELT2peak06015	lury-1 (WBGene00013548)	mbk-2 (WBGene00003150)	inside	inside	567	6782	TRUE	2587
chrV:6407532-6408256	ELT2peak06746	nhr-78 (WBGene00003668)	F57F4.4 (WBGene00019017)	overlapStart	inside	175	527	TRUE	2588
chrX:9210014-9210536	ELT2peak09267	dyc-1 (WBGene00001116)	crb-3 (WBGene00044743)	overlapEnd	upstream	145	608	TRUE	2589
chrII:6613977-6615096	ELT2peak02120	R10E8.8 (WBGene00011213)	klf-3 (WBGene00003480)	inside	upstream	650	3122	TRUE	2590
chrI:6107560-6108330	ELT2peak00560	C46H11.3 (WBGene00016729)	nmrk-1 (WBGene00020842)	overlapStart	overlapStart	272	155	TRUE	2591
chrI:6263384-6263926	ELT2peak00584	sem-2 (WBGene00004771)	C48E7.1 (WBGene00016749)	inside	inside	2979	614	TRUE	2592
chrX:3814740-3815230	ELT2peak08584	chil-14 (WBGene00019980)	F35A5.1 (WBGene00018024)	downstream	inside	50	1199	TRUE	2593
chrIV:4326436-4326916	ELT2peak05037	alh-9 (WBGene00000115)	trpl-2 (WBGene00020972)	overlapStart	overlapStart	308	220	TRUE	2594
chrIV:6083610-6084072	ELT2peak05197	pks-1 (WBGene00016558)	ugt-20 (WBGene00019516)	unmapped ± 5Kb	upstream	10051	18	TRUE	2595
chrIV:9682469-9683133	ELT2peak05600	M01A8.1 (WBGene00010795)	ins-7 (WBGene00002090)	upstream	overlapStart	990	307	TRUE	2596
chrIV:4484535-4485332	ELT2peak05066	H28G03.2 (WBGene00019250)	trx-3 (WBGene00019717)	inside	upstream	3718	1696	TRUE	2597
chrX:4409514-4410066	ELT2peak08652	gei-3 (WBGene00001560)	D1079.1 (WBGene00017040)	unmapped ± 5Kb	downstream	5552	381	TRUE	2598
chrIII:11918216-11919047	ELT2peak04481	fbxa-48 (WBGene00021862)	Y56A3A.18 (WBGene00013236)	overlapStart	overlapStart	114	328	TRUE	2599
chrII:5338224-5338711	ELT2peak01914	sptl-1 (WBGene00016020)	vhp-1 (WBGene00006923)	inside	inside	549	2115	TRUE	2600
chrI:14346515-14347332	ELT2peak01359	nhr-150 (WBGene00007367)	Y105E8A.2 (WBGene00013667)	overlapEnd	downstream	293	182	TRUE	2601
chrII:10925550-10926933	ELT2peak02696	K05F1.10 (WBGene00019411)	metr-1 (WBGene00010988)	upstream	overlapStart	1884	372	TRUE	2602
chrIV:7440319-7440534	ELT2peak05335	upp-1 (WBGene00022817)	unc-82 (WBGene00006814)	inside	inside	629	4126	TRUE	2603
chrIV:12364978-12365527	ELT2peak05921	rsks-1 (WBGene00012929)	ccr-4 (WBGene00000376)	upstream	inside	105	3436	TRUE	2604
